"","barcodes","clusters"
"746","afkmlhai-1","2_PCT"
"747","afkpnihh-1","10_ENDO"
"748","aflbhpda-1","10_ENDO"
"749","aflbhpmi-1","15_MES"
"750","aflbiboh-1","15_MES"
"751","afllfdkl-1","15_MES"
"752","afmbnpbp-1","23_LEU"
"753","afmcgfch-1","23_LEU"
"754","afmdfkbe-1","23_LEU"
"755","afmeljfo-1","15_MES"
"756","afmelnna-1","4_TAL"
"757","afmhipam-1","4_TAL"
"758","afmhnmec-1","4_TAL"
"759","afmiehgh-1","15_MES"
"760","afmmpipm-1","6_DCT"
"761","afncbhae-1","6_DCT"
"762","afncebhn-1","15_MES"
"763","afnceglo-1","15_MES"
"764","afneaibj-1","11_IC-A"
"765","afnekmnf-1","6_DCT"
"766","afngpmpo-1","15_MES"
"767","afnhcjjb-1","15_MES"
"768","afnkojje-1","6_DCT"
"769","afnlinki-1","10_ENDO"
"770","afnnknbf-1","15_MES"
"771","afnohfii-1","15_MES"
"772","afobihjf-1","13_PCT-TAL"
"773","afofboen-1","22_MES"
"774","afoiacfp-1","15_MES"
"775","afoklnlc-1","13_PCT-TAL"
"776","afolajjc-1","10_ENDO"
"777","afoobffn-1","15_MES"
"778","afoomnba-1","15_MES"
"779","afpdefni-1","22_MES"
"780","afpdgngn-1","10_ENDO"
"781","afpgbnoh-1","10_ENDO"
"782","afphnnhj-1","15_MES"
"783","afpjefbd-1","15_MES"
"784","afpkhafe-1","15_MES"
"785","afplhihm-1","10_ENDO"
"786","afpmfape-1","15_MES"
"787","afppldfa-1","15_MES"
"788","agaflong-1","10_ENDO"
"789","agagghbm-1","15_MES"
"790","agaiigfl-1","10_ENDO"
"791","agalajfc-1","10_ENDO"
"792","agaoiajg-1","13_PCT-TAL"
"793","agaojgif-1","15_MES"
"794","agaomhoe-1","13_PCT-TAL"
"795","agbamkkb-1","10_ENDO"
"796","agbchbpl-1","13_PCT-TAL"
"797","agbckdoc-1","15_MES"
"798","agbeghhi-1","15_MES"
"799","agbhocbp-1","15_MES"
"800","agbigpha-1","15_MES"
"801","agbjpgbc-1","15_MES"
"802","agbodpej-1","15_MES"
"803","agbogfgo-1","10_ENDO"
"804","agboobfd-1","10_ENDO"
"805","agbpaihh-1","15_MES"
"806","agcchpmb-1","13_PCT-TAL"
"807","agcgppgi-1","10_ENDO"
"808","agcjmimc-1","15_MES"
"809","agcljgpl-1","6_DCT"
"810","agcljoee-1","10_ENDO"
"811","agcobmjj-1","10_ENDO"
"812","agcofkoi-1","13_PCT-TAL"
"813","agcpemph-1","13_PCT-TAL"
"814","agdbmbbn-1","16_PEC"
"815","agdcknab-1","15_MES"
"816","agddbold-1","15_MES"
"817","agdgoegg-1","3_PCT"
"818","agdjpagn-1","10_ENDO"
"819","agdmgpco-1","15_MES"
"820","agdpckjh-1","16_PEC"
"821","agebbaja-1","10_ENDO"
"822","agebkbkm-1","15_MES"
"823","agecghmg-1","10_ENDO"
"824","ageedmln-1","10_ENDO"
"825","agejbchk-1","13_PCT-TAL"
"826","agekabea-1","13_PCT-TAL"
"827","agekekih-1","10_ENDO"
"828","agelamjp-1","15_MES"
"829","agempbed-1","10_ENDO"
"830","agencmgk-1","15_MES"
"831","ageolkpl-1","13_PCT-TAL"
"832","agepelli-1","15_MES"
"833","agepjlaf-1","15_MES"
"834","ageploif-1","15_MES"
"835","agfahaoa-1","10_ENDO"
"836","agfdfgfa-1","15_MES"
"837","agfdjfjf-1","15_MES"
"838","agfffpeh-1","9_LOH"
"839","agfgdlpo-1","15_MES"
"840","agfhimmb-1","3_PCT"
"841","agflhopa-1","13_PCT-TAL"
"842","agfmhncj-1","15_MES"
"843","agfnbgfp-1","23_LEU"
"844","agfoiioj-1","15_MES"
"845","aggaacpg-1","15_MES"
"846","aggagebj-1","10_ENDO"
"847","aggebagf-1","15_MES"
"848","aggeekcn-1","0_TAL"
"849","agggoffa-1","0_TAL"
"850","agghmldm-1","0_TAL"
"851","agghngbp-1","0_TAL"
"852","agghnlbm-1","0_TAL"
"853","aggjnmld-1","0_TAL"
"854","aggkkdem-1","0_TAL"
"855","aggkpeea-1","15_MES"
"856","aggnicpl-1","10_ENDO"
"857","aggojmbp-1","15_MES"
"858","aggpbgok-1","15_MES"
"859","aggpobaa-1","9_LOH"
"860","aghcbefa-1","9_LOH"
"861","aghfflhd-1","9_LOH"
"862","aghjbgkk-1","9_LOH"
"863","aghjogbh-1","9_LOH"
"864","aghkhdlb-1","9_LOH"
"865","aghndanh-1","9_LOH"
"866","aghodikh-1","9_LOH"
"867","aghpnlpp-1","16_PEC"
"868","agicenig-1","16_PEC"
"869","agidileh-1","16_PEC"
"870","agiggcob-1","9_LOH"
"871","agighlgp-1","16_PEC"
"872","agiiijef-1","9_LOH"
"873","agikanfn-1","16_PEC"
"874","agiopkam-1","9_LOH"
"875","agjcpdhc-1","15_MES"
"876","agjiefde-1","15_MES"
"877","agjkcgkn-1","15_MES"
"878","agjkcnjf-1","10_ENDO"
"879","agjkllkc-1","10_ENDO"
"880","agjlnkci-1","9_LOH"
"881","agkbahin-1","9_LOH"
"882","agkechaa-1","15_MES"
"883","agkfgcdd-1","9_LOH"
"884","agkinpcg-1","15_MES"
"885","agkjbhak-1","15_MES"
"886","agknlmhn-1","10_ENDO"
"887","aglbbamm-1","15_MES"
"888","aglbbmkc-1","23_LEU"
"889","aglbcjpl-1","15_MES"
"890","aglfokdc-1","15_MES"
"891","aglgbkgb-1","15_MES"
"892","aglhmled-1","9_LOH"
"893","agliplid-1","15_MES"
"894","aglkgijj-1","15_MES"
"895","agllikag-1","9_LOH"
"896","aglncmol-1","16_PEC"
"897","aglngjof-1","15_MES"
"898","aglnphhh-1","15_MES"
"899","agmbdpbg-1","15_MES"
"900","agmcchie-1","9_LOH"
"901","agmenlfe-1","9_LOH"
"902","agmgjepp-1","9_LOH"
"903","agmijepf-1","16_PEC"
"904","agmipphe-1","15_MES"
"905","agnaecip-1","16_PEC"
"906","agnegija-1","15_MES"
"907","agnemhel-1","15_MES"
"908","agnfjfkc-1","9_LOH"
"909","agngohbe-1","9_LOH"
"910","agnlikfl-1","9_LOH"
"911","agnnmome-1","2_PCT"
"912","agobjhad-1","10_ENDO"
"913","agobpcpm-1","15_MES"
"914","agodgldm-1","15_MES"
"915","agohachc-1","15_MES"
"916","agokpifd-1","5_PC"
"917","agonkinm-1","5_PC"
"918","agoofnne-1","5_PC"
"919","agpbgcge-1","5_PC"
"920","agpbmcpl-1","5_PC"
"921","agpdanmc-1","10_ENDO"
"922","agpdhcca-1","5_PC"
"923","agpgnpdp-1","11_IC-A"
"924","agphkhpb-1","5_PC"
"925","agphogpd-1","13_PCT-TAL"
"926","agpjkggp-1","13_PCT-TAL"
"927","agpmiimh-1","10_ENDO"
"928","agpmlglo-1","2_PCT"
"929","agpombpm-1","2_PCT"
"930","ahackkef-1","2_PCT"
"931","ahacldpk-1","15_MES"
"932","ahadcjnk-1","15_MES"
"933","ahagomad-1","15_MES"
"934","ahagpbif-1","15_MES"
"935","ahaicegn-1","15_MES"
"936","ahaohiba-1","10_ENDO"
"937","ahapkihi-1","11_IC-A"
"938","ahbahfcb-1","15_MES"
"939","ahbfhjam-1","10_ENDO"
"940","ahbfohap-1","19_ENDO"
"941","ahbmadlk-1","14_IC_B"
"942","ahbolkok-1","11_IC-A"
"943","ahcganhd-1","10_ENDO"
"944","ahciinaf-1","15_MES"
"945","ahckidle-1","15_MES"
"946","ahcppajg-1","23_LEU"
"947","ahdefdhg-1","15_MES"
"948","ahdehbjm-1","15_MES"
"949","ahdfkoph-1","15_MES"
"950","ahdgfinm-1","13_PCT-TAL"
"951","ahdhgpgf-1","10_ENDO"
"952","ahdicemj-1","2_PCT"
"953","ahdkemmk-1","13_PCT-TAL"
"954","ahdojecc-1","13_PCT-TAL"
"955","ahdpgjnb-1","13_PCT-TAL"
"956","ahdpnjbf-1","15_MES"
"957","ahebakmc-1","11_IC-A"
"958","ahebgpkg-1","15_MES"
"959","ahedfgek-1","15_MES"
"960","ahefiflo-1","15_MES"
"961","aheglhmn-1","15_MES"
"962","ahejjdnl-1","15_MES"
"963","ahejmigm-1","15_MES"
"964","ahejnofn-1","13_PCT-TAL"
"965","ahelgllj-1","10_ENDO"
"966","ahemefdg-1","7_TAL"
"967","ahenbjmj-1","23_LEU"
"968","aheonjpp-1","23_LEU"
"969","ahfbellc-1","23_LEU"
"970","ahfbhnae-1","15_MES"
"971","ahfdpcmm-1","10_ENDO"
"972","ahfegaja-1","15_MES"
"973","ahfginmg-1","17_ENDO"
"974","ahfjefon-1","10_ENDO"
"975","ahfjijnl-1","15_MES"
"976","ahflkaci-1","15_MES"
"977","ahfodlii-1","15_MES"
"978","ahgaajog-1","15_MES"
"979","ahgamkko-1","15_MES"
"980","ahgdapmn-1","15_MES"
"981","ahgdjcbg-1","15_MES"
"982","ahgfglgg-1","15_MES"
"983","ahgmcdce-1","10_ENDO"
"984","ahgnklba-1","15_MES"
"985","ahgoajmj-1","15_MES"
"986","ahhbdjpp-1","15_MES"
"987","ahheephm-1","15_MES"
"988","ahhfofbn-1","11_IC-A"
"989","ahhhoieo-1","4_TAL"
"990","ahhjmcon-1","17_ENDO"
"991","ahhjnbgl-1","11_IC-A"
"992","ahhkeanj-1","10_ENDO"
"993","ahhmdebb-1","10_ENDO"
"994","ahhoefio-1","15_MES"
"995","ahhokmmb-1","15_MES"
"996","ahhpgjfo-1","17_ENDO"
"997","ahibfcbf-1","2_PCT"
"998","ahidmboo-1","7_TAL"
"999","ahieffgd-1","13_PCT-TAL"
"1000","ahifliap-1","2_PCT"
"1001","ahigagpi-1","2_PCT"
"1002","ahiiikcc-1","10_ENDO"
"1003","ahiklhmg-1","6_DCT"
"1004","ahioagag-1","4_TAL"
"1005","ahjbbgbi-1","6_DCT"
"1006","ahjechel-1","2_PCT"
"1007","ahjiljcc-1","15_MES"
"1008","ahjjapgh-1","6_DCT"
"1009","ahjnadnf-1","13_PCT-TAL"
"1010","ahjocogc-1","2_PCT"
"1011","ahjodlcl-1","13_PCT-TAL"
"1012","ahjojpnd-1","13_PCT-TAL"
"1013","ahjonden-1","15_MES"
"1014","ahkafeip-1","13_PCT-TAL"
"1015","ahkedckp-1","10_ENDO"
"1016","ahkenjom-1","14_IC_B"
"1017","ahkkccee-1","10_ENDO"
"1018","ahkkcmnk-1","14_IC_B"
"1019","ahknpigc-1","14_IC_B"
"1020","ahkpcbib-1","10_ENDO"
"1021","ahlcoaea-1","8_PC"
"1022","ahlempei-1","16_PEC"
"1023","ahlfcejd-1","8_PC"
"1024","ahlfpoef-1","4_TAL"
"1025","ahlgfbdb-1","8_PC"
"1026","ahlgjbfi-1","11_IC-A"
"1027","ahlgmbdp-1","8_PC"
"1028","ahlhipch-1","22_MES"
"1029","ahlipifk-1","22_MES"
"1030","ahljkdfn-1","22_MES"
"1031","ahllaonp-1","15_MES"
"1032","ahllmgfd-1","15_MES"
"1033","ahlongim-1","4_TAL"
"1034","ahmaihik-1","4_TAL"
"1035","ahmbedhi-1","10_ENDO"
"1036","ahmkabma-1","6_DCT"
"1037","ahmlfdlk-1","6_DCT"
"1038","ahmmpnim-1","6_DCT"
"1039","ahmnenpk-1","4_TAL"
"1040","ahmppnoj-1","19_ENDO"
"1041","ahnhgkhb-1","11_IC-A"
"1042","ahniffbd-1","14_IC_B"
"1043","ahnkcihl-1","10_ENDO"
"1044","ahobmoij-1","2_PCT"
"1045","ahodncch-1","6_DCT"
"1046","ahohfkpa-1","6_DCT"
"1047","ahoibaof-1","14_IC_B"
"1048","ahoigehg-1","11_IC-A"
"1049","aholfcaf-1","9_LOH"
"1050","ahommjjh-1","14_IC_B"
"1051","ahonailk-1","11_IC-A"
"1052","ahonjejo-1","4_TAL"
"1053","ahoogedc-1","11_IC-A"
"1054","ahoopkbc-1","4_TAL"
"1055","ahpcgbdk-1","6_DCT"
"1056","ahpdgogm-1","4_TAL"
"1057","ahpifpdm-1","4_TAL"
"1058","ahpigdbd-1","11_IC-A"
"1059","ahpinfon-1","10_ENDO"
"1060","ahpmmfhl-1","6_DCT"
"1061","ahpohdlf-1","11_IC-A"
"1062","aiabndhg-1","15_MES"
"1063","aiadhcpb-1","13_PCT-TAL"
"1064","aiahcaio-1","15_MES"
"1065","aiakghff-1","11_IC-A"
"1066","aialbfco-1","13_PCT-TAL"
"1067","aiamhoio-1","15_MES"
"1068","aiapmbld-1","10_ENDO"
"1069","aibbendb-1","6_DCT"
"1070","aibblagm-1","13_PCT-TAL"
"1071","aibeimpn-1","15_MES"
"1072","aibhcing-1","11_IC-A"
"1073","aibhfkgj-1","15_MES"
"1074","aibjnblk-1","15_MES"
"1075","aibljlkg-1","15_MES"
"1076","aibnaehp-1","6_DCT"
"1077","aibniifj-1","15_MES"
"1078","aiboghga-1","15_MES"
"1079","aibopmgf-1","10_ENDO"
"1080","aibpllco-1","15_MES"
"1081","aibpmjfl-1","15_MES"
"1082","aibpmmkd-1","15_MES"
"1083","aicajljc-1","1_PCT"
"1084","aicbiaii-1","4_TAL"
"1085","aicdhkgi-1","13_PCT-TAL"
"1086","aicehbaf-1","13_PCT-TAL"
"1087","aicidkml-1","13_PCT-TAL"
"1088","aicimeko-1","13_PCT-TAL"
"1089","aicjpchf-1","13_PCT-TAL"
"1090","aickhlch-1","13_PCT-TAL"
"1091","aiclaecc-1","11_IC-A"
"1092","aiclkpga-1","14_IC_B"
"1093","aiclmcnm-1","10_ENDO"
"1094","aicoejga-1","10_ENDO"
"1095","aicpejgi-1","15_MES"
"1096","aicpemmb-1","15_MES"
"1097","aidcpffn-1","15_MES"
"1098","aidgcpah-1","11_IC-A"
"1099","aidllbng-1","14_IC_B"
"1100","aidloogd-1","11_IC-A"
"1101","aidoanam-1","11_IC-A"
"1102","aidociaj-1","14_IC_B"
"1103","aieahbja-1","14_IC_B"
"1104","aiebagco-1","15_MES"
"1105","aiebcaki-1","5_PC"
"1106","aieghcch-1","11_IC-A"
"1107","aienjiod-1","20_PC"
"1108","aieoabae-1","14_IC_B"
"1109","aieookmd-1","14_IC_B"
"1110","aieppncf-1","15_MES"
"1111","aifanlpe-1","13_PCT-TAL"
"1112","aifbkclm-1","11_IC-A"
"1113","aifpblhe-1","13_PCT-TAL"
"1114","aighiolp-1","10_ENDO"
"1115","aigijjap-1","10_ENDO"
"1116","aigjlcic-1","13_PCT-TAL"
"1117","aiglaogb-1","13_PCT-TAL"
"1118","aiglfbhh-1","15_MES"
"1119","aiglndop-1","15_MES"
"1120","aigokbek-1","10_ENDO"
"1121","aihbppba-1","13_PCT-TAL"
"1122","aihcigmd-1","10_ENDO"
"1123","aiheejcp-1","13_PCT-TAL"
"1124","aihgkojg-1","13_PCT-TAL"
"1125","aihihood-1","15_MES"
"1126","aihijohe-1","10_ENDO"
"1127","aihjhiib-1","13_PCT-TAL"
"1128","aihlefel-1","15_MES"
"1129","aihlmgga-1","23_LEU"
"1130","aihplcki-1","15_MES"
"1131","aiiegoid-1","15_MES"
"1132","aiieonko-1","10_ENDO"
"1133","aiieplle-1","15_MES"
"1134","aiifkfhc-1","15_MES"
"1135","aiimeopd-1","13_PCT-TAL"
"1136","aiiojhdn-1","13_PCT-TAL"
"1137","aijabcdp-1","13_PCT-TAL"
"1138","aijaigip-1","15_MES"
"1139","aijdodne-1","10_ENDO"
"1140","aijepeij-1","13_PCT-TAL"
"1141","aijiildp-1","13_PCT-TAL"
"1142","aijjaocm-1","10_ENDO"
"1143","aijlihah-1","10_ENDO"
"1144","aijljbcd-1","13_PCT-TAL"
"1145","aijnpion-1","15_MES"
"1146","aijpiogm-1","13_PCT-TAL"
"1147","aikaddbc-1","15_MES"
"1148","aikaoidi-1","15_MES"
"1149","aikbokhh-1","10_ENDO"
"1150","aikcacio-1","10_ENDO"
"1151","aikfbmpi-1","10_ENDO"
"1152","aikgfmld-1","10_ENDO"
"1153","aikgkaho-1","10_ENDO"
"1154","aikgnkfi-1","10_ENDO"
"1155","aikhkikp-1","14_IC_B"
"1156","aikkoaei-1","14_IC_B"
"1157","aikolkhn-1","14_IC_B"
"1158","aikpckmi-1","14_IC_B"
"1159","ailddppn-1","14_IC_B"
"1160","aildfpbb-1","14_IC_B"
"1161","ailgalpk-1","14_IC_B"
"1162","ailkcllk-1","14_IC_B"
"1163","ailkkeie-1","14_IC_B"
"1164","aillancb-1","14_IC_B"
"1165","ailndaej-1","14_IC_B"
"1166","ailofalb-1","14_IC_B"
"1167","ailpiafj-1","14_IC_B"
"1168","aimclhji-1","14_IC_B"
"1169","aimdlekg-1","14_IC_B"
"1170","aimkjepj-1","13_PCT-TAL"
"1171","aimopjig-1","13_PCT-TAL"
"1172","ainagpgl-1","14_IC_B"
"1173","ainbppjm-1","2_PCT"
"1174","aincojge-1","16_PEC"
"1175","ainookbi-1","13_PCT-TAL"
"1176","aioeibdo-1","13_PCT-TAL"
"1177","aionkkoh-1","2_PCT"
"1178","aiophlla-1","2_PCT"
"1179","aipehaeo-1","13_PCT-TAL"
"1180","aipelaag-1","15_MES"
"1181","aipiejpe-1","12_POD"
"1182","aipjekkj-1","12_POD"
"1183","aipkccgp-1","15_MES"
"1184","aipllpmh-1","10_ENDO"
"1185","ajabnfap-1","15_MES"
"1186","ajadogda-1","15_MES"
"1187","ajaeledb-1","15_MES"
"1188","ajaeondp-1","15_MES"
"1189","ajalfeje-1","15_MES"
"1190","ajalmgem-1","10_ENDO"
"1191","ajanbbfi-1","15_MES"
"1192","ajaopacb-1","10_ENDO"
"1193","ajaphoaj-1","14_IC_B"
"1194","ajapjpan-1","15_MES"
"1195","ajbajonh-1","15_MES"
"1196","ajbcjjch-1","22_MES"
"1197","ajbcpdin-1","22_MES"
"1198","ajbffhng-1","19_ENDO"
"1199","ajbhimke-1","15_MES"
"1200","ajbhpldp-1","10_ENDO"
"1201","ajbinheg-1","10_ENDO"
"1202","ajbjickd-1","13_PCT-TAL"
"1203","ajbminlh-1","15_MES"
"1204","ajbmnbdf-1","15_MES"
"1205","ajcagnec-1","15_MES"
"1206","ajcbdadd-1","17_ENDO"
"1207","ajcjmnnb-1","15_MES"
"1208","ajckcjio-1","19_ENDO"
"1209","ajcnnfhj-1","22_MES"
"1210","ajdehpje-1","16_PEC"
"1211","ajdinldf-1","17_ENDO"
"1212","ajdjnmho-1","15_MES"
"1213","ajdnjhlf-1","23_LEU"
"1214","ajdnjoco-1","15_MES"
"1215","ajeadcnh-1","12_POD"
"1216","ajeijigc-1","2_PCT"
"1217","ajekdali-1","15_MES"
"1218","ajeoglfh-1","19_ENDO"
"1219","ajfcmach-1","15_MES"
"1220","ajfhenja-1","13_PCT-TAL"
"1221","ajfikica-1","10_ENDO"
"1222","ajfmhhbm-1","13_PCT-TAL"
"1223","ajfolnbk-1","16_PEC"
"1224","ajgbbokf-1","15_MES"
"1225","ajgchecg-1","10_ENDO"
"1226","ajggdppg-1","19_ENDO"
"1227","ajgnjdab-1","15_MES"
"1228","ajgobipl-1","10_ENDO"
"1229","ajhabajn-1","17_ENDO"
"1230","ajhancfe-1","5_PC"
"1231","ajhbeoic-1","10_ENDO"
"1232","ajhdcopn-1","19_ENDO"
"1233","ajhddnhk-1","5_PC"
"1234","ajheopmg-1","22_MES"
"1235","ajhhlkig-1","2_PCT"
"1236","ajhmldac-1","14_IC_B"
"1237","ajhomhcb-1","13_PCT-TAL"
"1238","ajiafcen-1","23_LEU"
"1239","ajibmdjj-1","15_MES"
"1240","ajiebild-1","15_MES"
"1241","ajiliidh-1","15_MES"
"1242","ajimefcc-1","23_LEU"
"1243","ajimiepd-1","7_TAL"
"1244","ajiniibl-1","15_MES"
"1245","ajiomcnd-1","10_ENDO"
"1246","ajjapgad-1","19_ENDO"
"1247","ajjccmcj-1","15_MES"
"1248","ajjdaakf-1","15_MES"
"1249","ajjdhlgg-1","13_PCT-TAL"
"1250","ajjedkbp-1","22_MES"
"1251","ajjemdld-1","22_MES"
"1252","ajjgehce-1","15_MES"
"1253","ajjjkfbp-1","15_MES"
"1254","ajjjolmj-1","22_MES"
"1255","ajjkbmid-1","15_MES"
"1256","ajjngoph-1","15_MES"
"1257","ajkadhjh-1","15_MES"
"1258","ajkapgim-1","19_ENDO"
"1259","ajkfmkoj-1","15_MES"
"1260","ajkgdeaj-1","22_MES"
"1261","ajkhhgcl-1","14_IC_B"
"1262","ajkholkc-1","16_PEC"
"1263","ajkjkdba-1","13_PCT-TAL"
"1264","ajkjmhbc-1","13_PCT-TAL"
"1265","ajkkbdad-1","23_LEU"
"1266","ajklgijl-1","10_ENDO"
"1267","ajkmjnjd-1","19_ENDO"
"1268","ajkppofk-1","15_MES"
"1269","ajldnamm-1","15_MES"
"1270","ajleadjb-1","10_ENDO"
"1271","ajlhaolh-1","15_MES"
"1272","ajljniog-1","15_MES"
"1273","ajlkfpfa-1","22_MES"
"1274","ajlocppf-1","23_LEU"
"1275","ajlpojen-1","15_MES"
"1276","ajmcmhmn-1","23_LEU"
"1277","ajmfgoag-1","9_LOH"
"1278","ajmikaeg-1","14_IC_B"
"1279","ajminebg-1","15_MES"
"1280","ajmkcmnk-1","19_ENDO"
"1281","ajmkhmbo-1","15_MES"
"1282","ajmmajnb-1","10_ENDO"
"1283","ajnaffbm-1","6_DCT"
"1284","ajnbkemm-1","15_MES"
"1285","ajncikpf-1","15_MES"
"1286","ajneappm-1","15_MES"
"1287","ajnkfaom-1","23_LEU"
"1288","ajnnmpbc-1","15_MES"
"1289","ajnofjon-1","12_POD"
"1290","ajnphlbp-1","15_MES"
"1291","ajodbekg-1","13_PCT-TAL"
"1292","ajoedkah-1","10_ENDO"
"1293","ajofbcci-1","15_MES"
"1294","ajohknfb-1","16_PEC"
"1295","ajojepdm-1","15_MES"
"1296","ajokmldp-1","13_PCT-TAL"
"1297","ajollcga-1","6_DCT"
"1298","ajooinme-1","12_POD"
"1299","ajopibea-1","22_MES"
"1300","ajpafono-1","22_MES"
"1301","ajpaioho-1","15_MES"
"1302","ajpelaai-1","13_PCT-TAL"
"1303","ajphpepc-1","1_PCT"
"1304","ajpkjohm-1","6_DCT"
"1305","ajplgoel-1","15_MES"
"1306","ajppbapk-1","19_ENDO"
"1307","akabjdpd-1","15_MES"
"1308","akacddbj-1","15_MES"
"1309","akadiijo-1","15_MES"
"1310","akadjjmi-1","11_IC-A"
"1311","akafelgi-1","8_PC"
"1312","akagacci-1","15_MES"
"1313","akajimbm-1","10_ENDO"
"1314","akaohhal-1","10_ENDO"
"1315","akbdbgod-1","19_ENDO"
"1316","akbdpkak-1","15_MES"
"1317","akbhbmkk-1","2_PCT"
"1318","akbhllfa-1","6_DCT"
"1319","akbniodn-1","15_MES"
"1320","akbnmpgo-1","9_LOH"
"1321","akbpaaim-1","15_MES"
"1322","akcbecko-1","15_MES"
"1323","akcbgkdo-1","22_MES"
"1324","akcdeagk-1","15_MES"
"1325","akcegddn-1","6_DCT"
"1326","akcfcgmg-1","11_IC-A"
"1327","akcfpaad-1","2_PCT"
"1328","akcgihmn-1","10_ENDO"
"1329","akcipeia-1","15_MES"
"1330","akclknjk-1","23_LEU"
"1331","akcmmjil-1","15_MES"
"1332","akcmnjdk-1","15_MES"
"1333","akdcjnfp-1","13_PCT-TAL"
"1334","akddbohb-1","15_MES"
"1335","akddfhoa-1","23_LEU"
"1336","akddjcih-1","15_MES"
"1337","akdhaook-1","15_MES"
"1338","akdkbbge-1","23_LEU"
"1339","akdlbpkg-1","16_PEC"
"1340","akdlgffc-1","9_LOH"
"1341","akdndpga-1","15_MES"
"1342","akdppedp-1","15_MES"
"1343","akebmglf-1","15_MES"
"1344","akegfjme-1","15_MES"
"1345","akeheegk-1","15_MES"
"1346","akehfemk-1","23_LEU"
"1347","akemibic-1","16_PEC"
"1348","akfbapcb-1","10_ENDO"
"1349","akfbolaa-1","23_LEU"
"1350","akfcgmoh-1","15_MES"
"1351","akfdbhbd-1","15_MES"
"1352","akfeopah-1","15_MES"
"1353","akfepdnn-1","15_MES"
"1354","akfffdii-1","15_MES"
"1355","akfhfnop-1","16_PEC"
"1356","akfihhkp-1","9_LOH"
"1357","akfjgnnh-1","15_MES"
"1358","akfkkckh-1","15_MES"
"1359","akfmhdjp-1","16_PEC"
"1360","akfnjpmf-1","9_LOH"
"1361","akfnomhh-1","2_PCT"
"1362","akfocjoo-1","15_MES"
"1363","akfokhga-1","0_TAL"
"1364","akgadfag-1","5_PC"
"1365","akgamnbl-1","15_MES"
"1366","akgapbjl-1","15_MES"
"1367","akgdaepc-1","15_MES"
"1368","akgemmpo-1","8_PC"
"1369","akgfkdcb-1","16_PEC"
"1370","akggioii-1","15_MES"
"1371","akgijkhk-1","5_PC"
"1372","akgijkjg-1","5_PC"
"1373","akgomomo-1","14_IC_B"
"1374","akhcjhlk-1","15_MES"
"1375","akhclpab-1","5_PC"
"1376","akhdhgcm-1","14_IC_B"
"1377","akhgllmi-1","5_PC"
"1378","akhibpnc-1","10_ENDO"
"1379","akhogmeg-1","2_PCT"
"1380","akicgnge-1","15_MES"
"1381","akihmgpb-1","13_PCT-TAL"
"1382","akiholec-1","5_PC"
"1383","akiimanj-1","15_MES"
"1384","akijhpjo-1","9_LOH"
"1385","akipjnpl-1","15_MES"
"1386","akjfckac-1","13_PCT-TAL"
"1387","akjfdaej-1","15_MES"
"1388","akjgkgca-1","15_MES"
"1389","akjhfgjj-1","15_MES"
"1390","akjliice-1","13_PCT-TAL"
"1391","akjlnecg-1","15_MES"
"1392","akjnagii-1","10_ENDO"
"1393","akjopfhp-1","15_MES"
"1394","akkabjle-1","15_MES"
"1395","akkajagk-1","10_ENDO"
"1396","akkcfdli-1","10_ENDO"
"1397","akkcfmbe-1","10_ENDO"
"1398","akkcmihf-1","13_PCT-TAL"
"1399","akkdeonl-1","10_ENDO"
"1400","akkfjfni-1","19_ENDO"
"1401","akkfpjam-1","15_MES"
"1402","akkinnji-1","13_PCT-TAL"
"1403","akkjkaen-1","2_PCT"
"1404","akkjkhnk-1","10_ENDO"
"1405","akkjonic-1","2_PCT"
"1406","akkljieg-1","13_PCT-TAL"
"1407","akkmadie-1","9_LOH"
"1408","akkmcije-1","15_MES"
"1409","akkniafg-1","15_MES"
"1410","aklaponn-1","9_LOH"
"1411","aklbocjj-1","9_LOH"
"1412","aklcfpdj-1","15_MES"
"1413","aklimoke-1","16_PEC"
"1414","aklkcojh-1","15_MES"
"1415","aklkfalc-1","15_MES"
"1416","akllgmcb-1","15_MES"
"1417","akmbbcle-1","15_MES"
"1418","akmcegah-1","10_ENDO"
"1419","akmdkann-1","0_TAL"
"1420","akmegglm-1","10_ENDO"
"1421","akmfhlan-1","0_TAL"
"1422","akmggnfl-1","10_ENDO"
"1423","akmijokk-1","20_PC"
"1424","akmlhkdl-1","10_ENDO"
"1425","akmmaann-1","13_PCT-TAL"
"1426","akmnbhje-1","4_TAL"
"1427","akmngoff-1","15_MES"
"1428","akmoimhi-1","2_PCT"
"1429","akmpbfdm-1","10_ENDO"
"1430","aknbemln-1","13_PCT-TAL"
"1431","aknchkfk-1","15_MES"
"1432","aknfnlfe-1","13_PCT-TAL"
"1433","aknjcfjf-1","16_PEC"
"1434","aknjiblb-1","13_PCT-TAL"
"1435","aknjmpgb-1","13_PCT-TAL"
"1436","aknkboah-1","15_MES"
"1437","aknmchcl-1","13_PCT-TAL"
"1438","aknmnnnl-1","15_MES"
"1439","aknnbbck-1","10_ENDO"
"1440","akoajcim-1","15_MES"
"1441","akobkmkl-1","14_IC_B"
"1442","akocnofj-1","4_TAL"
"1443","akofjbfg-1","1_PCT"
"1444","akpcbbpf-1","13_PCT-TAL"
"1445","akpckogi-1","0_TAL"
"1446","akpddmkp-1","11_IC-A"
"1447","akpeikcd-1","2_PCT"
